des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_km,is_potentially_hazardous
2009 DU10,8,2454887.039117036,2009-Feb-24 12:56,0.0057064817170488,0.0056963247816204,0.0057166381713667,8.39181788871151,8.33599210411468,< 00:01,26.9,0.0110803882,0.0247765013,70367561.72000892,False
2009 DE1,10,2454888.198653523,2009-Feb-25 16:46,0.0276294164158819,0.0272637602974445,0.0279950671177656,18.5648955599868,18.5597002806167,< 00:01,24.3,0.0366906138,0.0820427065,4133301.842783068,False
2014 QV296,11,2454888.439777185,2009-Feb-25 22:33,0.0158405942205324,0.0101887414722731,0.0297449327028034,10.3711334164507,10.3549020663203,1_02:16,23.77,0.0468333233,0.1047224945,47897952.99925203,False
2009 DJ46,9,2454889.059045103,2009-Feb-26 13:25,0.0235181766318868,0.0233959811576243,0.023640370335349,12.7122974063335,12.7033820854396,< 00:01,25.6,0.0201629919,0.0450858206,28282933.598925304,False
2009 DT43,9,2454889.432376833,2009-Feb-26 22:23,0.0026465754323123,0.0026383055650671,0.0026548447587171,13.7795481508776,13.7062911604892,< 00:01,26.7,0.0121494041,0.0271668934,463553.564165254,False
2013 DF,7,2454889.786182779,2009-Feb-27 06:52,0.0335484530204654,0.0272990796251737,0.0399967517590579,14.1736419676039,14.1680373721068,02:23,24.6,0.0319561887,0.0714562102,17584736.169925805,False
2009 EJ1,7,2454890.328909301,2009-Feb-27 19:54,0.0004114549018871,0.000384002499305,0.0004392535341048,11.4866658627334,10.9083450345031,05:53,28.4,0.0055533491,0.0124176661,94669.331921898,False
2009 BD81,15,2454890.459161521,2009-Feb-27 23:01,0.0459735221511203,0.0456632795710316,0.0462837617800051,12.3356063391814,12.3309071080349,< 00:01,20.7,0.1925550782,0.4305662442,111693648.470694,True
2009 DS43,10,2454891.622117696,2009-Mar-01 02:56,0.0173488332669397,0.0172253988241486,0.0174722664081394,20.3525469315094,20.3449994188032,< 00:01,25.8,0.0183888672,0.0411187571,2105959.257712734,False
2009 EF1,9,2454891.713697066,2009-Mar-01 05:08,0.0453516327505615,0.0441336627996789,0.0465695764428892,10.5651052409745,10.5595428701042,00:33,24.2,0.0384197891,0.0859092601,37002511.19753157,False
2023 SP2,1,2454891.733258679,2009-Mar-01 05:36,0.0352855750354907,0.0223166778343085,0.0500584570166179,4.3487140809436,4.33131509375888,20:19,28.23,0.0060055803,0.0134288857,66524063.77318853,False
2009 DD45,24,2454893.072962427,2009-Mar-02 13:45,0.0004828114187444,0.000482804464663,0.0004828183728293,8.82119280113659,8.17166398618873,< 00:01,25.8,0.0183888672,0.0411187571,868351.90665738,False
2009 FP,16,2454893.219222662,2009-Mar-02 17:16,0.035957161754256,0.0359560216777205,0.0359583018316866,12.498803564465,12.4928734708576,< 00:01,23.1,0.063760979,0.1425738833,19435506.474182405,False
2009 ER,9,2454893.512891403,2009-Mar-03 00:19,0.0331856856744259,0.0329755966424394,0.0333957656810143,6.89933899182427,6.88769181118159,< 00:01,25.0,0.02658,0.0594346868,70544453.90090786,False
2009 DN4,8,2454893.992950837,2009-Mar-03 11:50,0.0208836135005736,0.0206631289060305,0.0211040569594689,5.34432573888318,5.32039880426453,00:07,26.0,0.0167708462,0.0375007522,52832778.642522454,False
2009 EH3,9,2454894.487699784,2009-Mar-03 23:42,0.0151815692298583,0.0150335989417159,0.0153295365405632,15.7565501539301,15.7454075127713,00:13,24.2,0.0384197891,0.0859092601,2271130.415577604,False
2009 EA,10,2454894.838505109,2009-Mar-04 08:07,0.018849468246158,0.0187971632711905,0.0189017722610504,9.25943883730901,9.2441601148292,< 00:01,26.5,0.0133215567,0.0297879063,2819840.293352734,False
2022 EG1,2,2454896.201627477,2009-Mar-05 16:50,0.0184720778823583,0.0164002469462216,0.293892643899172,19.7183014308131,19.7109848582264,9_20:23,26.32,0.0144728805,0.0323623447,2763383.508314073,False
2009 FG,15,2454896.531519691,2009-Mar-06 00:45,0.025017097316729,0.0248082365143588,0.0252259507967865,10.1561996524163,10.1457074031579,00:02,25.5,0.0211132445,0.0472106499,3742504.469662751,False
2009 EW,12,2454896.65102608,2009-Mar-06 03:37,0.0022651066356298,0.0022619028283459,0.0022683103130982,12.8707199027008,12.7789984129278,< 00:01,26.4,0.0139493823,0.0311917671,53461239.47390991,False
2009 DN45,10,2454898.432946301,2009-Mar-07 22:23,0.0336812491625121,0.0334195141237395,0.0339429730460934,7.51826412627606,7.5077345519132,< 00:01,24.7,0.0305179233,0.0682401509,5038643.139259204,False
2009 EH1,8,2454898.757646476,2009-Mar-08 06:11,0.0041185137932574,0.0040615066430821,0.0041755109689825,10.6729331023913,10.6121438779703,00:14,27.76,0.0074568426,0.016674007,1967378.79212505,False
2009 ET,7,2454900.218859656,2009-Mar-09 17:15,0.0244898254844714,0.0242068814387162,0.0247727336018123,4.77051681680081,4.74765540199961,02:48,27.3,0.0092162655,0.0206081961,3663625.731471685,False
2009 DV43,28,2454900.629061074,2009-Mar-10 03:06,0.0216735437634487,0.0216733241531626,0.0216737633739541,16.9899669556089,16.9827295584441,< 00:01,23.94,0.0433066885,0.0968366995,11471530.797427038,False
2009 EP,8,2454901.084351774,2009-Mar-10 14:01,0.031994653488094,0.0316863005846365,0.032302999580778,12.0566159161132,12.0497066172508,< 00:01,23.8,0.046190746,0.1032856481,22031102.507483177,False
2009 EU,9,2454901.770805734,2009-Mar-11 06:30,0.0090294283518196,0.0089160728448838,0.0091427692224849,10.8308920819915,10.803612661608,00:01,26.6,0.0127219879,0.0284472297,1166666.754559672,False
2022 DD3,6,2454901.842622189,2009-Mar-11 08:13,0.0402892433885379,0.037595082416727,0.043089331283941,4.66415604701312,4.64995527953672,12:16,28.02,0.0066153828,0.0147924455,40443756.71825064,False
209215,25,2454902.182938174,2009-Mar-11 16:23,0.0363176114095856,0.0363171179149888,0.0363181049041431,4.56787872344539,4.55178909350312,< 00:01,24.3,,,,
2009 DR3,39,2454905.441899793,2009-Mar-14 22:36,0.0185275741766249,0.0185275179671148,0.0185276303861349,12.172729324517,12.1609093446476,< 00:01,21.54,0.1307841086,0.2924421572,46245501.13554364,True
2009 FQ,9,2454905.78181521,2009-Mar-15 06:46,0.0392685562328047,0.0389510935668657,0.0395860032148848,6.68914141942867,6.67899000140246,< 00:01,25.7,0.0192555078,0.0430566244,5874492.365495294,False
2009 FZ10,11,2454905.939738872,2009-Mar-15 10:33,0.0162419584684903,0.0161515932498701,0.0163323217681367,13.3213857462344,13.3090653284738,00:03,25.5,0.0211132445,0.0472106499,2429762.396228395,False
2009 FR,14,2454906.710384603,2009-Mar-16 05:03,0.0171145222135078,0.0170360913984673,0.0171929486161439,7.13201501065062,7.11015242691772,< 00:01,26.4,0.0139493823,0.0311917671,2560296.067187714,False
2009 FJ,21,2454906.721940315,2009-Mar-16 05:20,0.0126420427022734,0.0126230098382306,0.0126610752913612,9.40221807586319,9.37977494588404,< 00:01,24.9,0.0278326768,0.0622357573,1891222.660369049,False
2009 FW4,14,2454907.650979393,2009-Mar-17 03:37,0.007258148823636,0.0072256464232458,0.0072906500476648,13.4026099218531,13.3751915560624,< 00:01,24.6,0.0319561887,0.0714562102,1085803.600623056,False
2009 FL,10,2454908.996664897,2009-Mar-18 11:55,0.0370068631258557,0.0364131836355848,0.03760053482293,18.7617044248364,18.7578664491768,< 00:01,24.4,0.0350392641,0.0783501764,52752496.122798674,False
2009 FH,11,2454909.005286915,2009-Mar-18 12:08,0.000568108272829,0.0005680261178227,0.0005681904232076,6.57906895664616,5.8227113011994,< 00:01,26.6,0.0127219879,0.0284472297,12470071.79130998,False
2009 EP2,21,2454909.507959483,2009-Mar-19 00:11,0.0497836259367155,0.0497833132662296,0.0497839386072241,16.6174827384026,16.6142616496676,< 00:01,21.61,0.1266353563,0.283165265,16038876.349021716,True
2009 FK,9,2454910.469064685,2009-Mar-19 23:15,0.0025059746771379,0.00249708821445,0.0025148588735387,7.29695600742187,7.14975982586052,< 00:01,28.3,0.0058150704,0.0130028927,53805235.34787795,False
2009 DO111,35,2454910.676047587,2009-Mar-20 04:14,0.0031313538576344,0.0031313324581374,0.0031313752571317,9.10351340177645,9.00955879339992,< 00:01,22.85,0.0715409951,0.1599705282,1007044.869843304,False
2009 FX4,12,2454914.107522422,2009-Mar-23 14:35,0.0157505588442468,0.0156936740666635,0.0158074419130907,9.00202771473467,8.98321592744375,< 00:01,25.4,0.022108281,0.0494356193,61779399.40252945,False
523814,64,2454914.258870084,2009-Mar-23 18:13,0.0486388055391183,0.0486385816074898,0.0486390294707771,5.38315299874888,5.372966995441,< 00:01,20.81,,,,
2009 FT23,7,2454915.913084097,2009-Mar-25 09:55,0.0119921281318443,0.0119085824409635,0.0120756715807465,15.2908373795246,15.2762998260256,< 00:01,25.9,0.0175612318,0.0392681082,57507316.603093326,False
2009 FA5,9,2454916.313910647,2009-Mar-25 19:32,0.0406861292424699,0.040443631951933,0.0409286202960617,7.78336817239461,7.77494969911341,00:01,26.02,0.0166170902,0.0371569432,6086558.266864804,False
2009 FE19,7,2454916.725296814,2009-Mar-26 05:24,0.0373291939387792,0.0371663260783753,0.0374920586574698,7.748766368319,7.7395493691795,00:04,26.9,0.0110803882,0.0247765013,70563683.00168064,False
2009 FS,12,2454917.780109007,2009-Mar-27 06:43,0.0270912205504396,0.0268603445586839,0.0273220902090828,11.0658153322414,11.0569238353362,< 00:01,24.2,0.0384197891,0.0859092601,4052788.897460122,False
410777,107,2454918.149929193,2009-Mar-27 15:36,0.0041728338742285,0.0041727910298943,0.0041728767185639,16.0165950680537,15.9766785567618,< 00:01,22.18,,,,
2023 FQ4,3,2454918.204226393,2009-Mar-27 16:54,0.0412761711821502,0.0089384223034794,0.0770155838632732,8.83255738461442,8.82524588816239,1_17:58,27.61,0.0079901508,0.0178665204,61986989.634824306,False
2009 FV23,11,2454918.896263213,2009-Mar-28 09:31,0.0211204060676174,0.0209863409282321,0.0212544624110936,6.94428896360682,6.92609817589091,< 00:01,25.9,0.0175612318,0.0392681082,19523258.041560613,False
2008 SV11,95,2454921.949752507,2009-Mar-31 10:48,0.0364906459935953,0.0364906171850504,0.0364906748021423,19.3638416400651,19.3600704226082,< 00:01,18.36,0.5656593584,1.2648527775,147339242.60040233,True
2009 FO32,8,2454922.138569828,2009-Mar-31 15:20,0.0098669623727778,0.009845720858493,0.0098882036954279,15.8744142033609,15.8573940268594,< 00:01,25.7,0.0192555078,0.0430566244,27176328.74359406,False
2009 FQ32,7,2454922.277513003,2009-Mar-31 18:40,0.0085216435538466,0.0082388726493369,0.0088041087944814,4.66249268775664,4.59494222621408,00:29,26.8,0.0116025908,0.0259441818,1274819.731459132,False
2009 FP32,7,2454922.499016156,2009-Mar-31 23:59,0.0029626114675209,0.0029447486424267,0.0029804723706204,15.0099749601687,14.9499368349173,00:04,27.7,0.0076657557,0.0171411509,443200.370037505,False
2009 FU30,11,2454923.760930089,2009-Apr-02 06:16,0.0226116109279577,0.0225132616461378,0.0227099582580058,10.1783211624911,10.1667373396909,< 00:01,24.9,0.0278326768,0.0622357573,3382648.827908783,False
2009 FX10,8,2454923.853215873,2009-Apr-02 08:29,0.0377662515157239,0.036599375347966,0.0389329531933819,7.76812540922541,7.75903786889117,00:02,24.3,0.0366906138,0.0820427065,55957990.928656645,False
2011 GP28,6,2454924.548961938,2009-Apr-03 01:11,0.0464300559062083,5.2505568915918e-05,0.17006736405189,15.884019796005,15.8804065117395,8_03:13,29.4,0.0035039264,0.0078350176,11467636.675112216,False
2009 FS4,19,2454925.572052786,2009-Apr-04 01:44,0.0350989759130998,0.0349118098291159,0.0352861368475565,7.67402731453548,7.6641286921603,< 00:01,25.1,0.0253837029,0.0567596853,39706007.58180874,False
2009 HE60,8,2454926.535569031,2009-Apr-05 00:51,0.0346514883281797,0.0338007880460286,0.0355020304366261,6.57690997685281,6.56520811155985,00:42,25.69,0.0193443872,0.0432553648,69250349.73242384,False
2009 HC,33,2454926.977259309,2009-Apr-05 11:27,0.0130922070288632,0.0130840706001472,0.0131003431098386,3.58336986671374,3.52611779808477,00:01,24.7,0.0305179233,0.0682401509,70035441.05959955,False
2009 HL21,22,2454930.804302479,2009-Apr-09 07:18,0.0296588509682803,0.0296575303544894,0.0296601715824995,9.28380011687862,9.27411825750012,< 00:01,22.55,0.0821400526,0.1836707413,2453342.251854387,False
2009 HR2,9,2454931.018890059,2009-Apr-09 12:27,0.0273599302647113,0.0269144131392307,0.0278054352048498,15.3546854391685,15.3483416875549,00:03,25.0,0.02658,0.0594346868,12711621.158968864,False
2023 GE1,1,2454932.740110394,2009-Apr-11 05:46,0.0251711775130957,0.0090667170863733,0.140282014681652,14.2108443876962,14.2033935893997,3_18:29,25.42,0.0219055911,0.0489823908,12513004.764342984,False
2014 GG49,17,2454938.810513288,2009-Apr-17 07:27,0.0304659747979092,0.007881064597676,0.133234020160646,12.0486788500823,12.0414179789582,8_06:13,25.8,0.0183888672,0.0411187571,16902593.74358607,False
2021 UW3,4,2454940.385050821,2009-Apr-18 21:14,0.0157127316029569,0.0154678332730268,0.032203214108915,5.36020348149666,5.32847372797873,23:36,27.84,0.0071871213,0.0160708919,15589640.228522256,False
2021 JG,1,2454942.043346811,2009-Apr-20 13:02,0.043305154823641,0.0162960418278924,0.199672340929065,8.01372740060332,8.00604589430414,6_05:04,26.13,0.0157962856,0.0353215683,19804121.594817415,False
2009 HF21,12,2454943.359927543,2009-Apr-21 20:38,0.0190398257566172,0.0189977514981416,0.0190818992543455,8.26860578310722,8.25166387776848,< 00:01,26.2,0.0152951935,0.0342010925,51635251.747274734,False
2009 HJ21,8,2454944.548478807,2009-Apr-23 01:10,0.0032449416402922,0.0032331554401003,0.0032567274056979,20.3779955606913,20.3376613078596,00:01,27.5,0.008405334,0.0187948982,4577603.537379726,False
2009 FJ30,21,2454945.489256884,2009-Apr-23 23:45,0.024900598806082,0.0248183718494528,0.0249828252004408,14.2238020771562,14.2162771593703,< 00:01,22.6,0.0802703167,0.1794898848,3725076.542204556,False
2009 HG60,16,2454946.151112607,2009-Apr-24 15:38,0.0247834606316696,0.0247132055803616,0.0248537154264915,18.141987885852,18.1360608646123,< 00:01,22.85,0.0715409951,0.1599705282,3707552.916988922,False
2009 HW67,9,2454946.295306128,2009-Apr-24 19:05,0.0027000257213859,0.0026729714345472,0.00272707812397,22.9983559208745,22.9554068895905,00:02,26.1,0.0160160338,0.0358129403,19209823.217259124,False
2022 SU7,5,2454947.095297747,2009-Apr-25 14:17,0.0175324563288619,0.0162618281170881,0.0188720738004196,5.31395116306893,5.28527470959333,02:06,28.31,0.0057883526,0.0129431498,482231.905419844,False
2009 HS44,9,2454947.783039484,2009-Apr-26 06:48,0.011841806320119,0.0118119728951513,0.0118716395387067,18.0248879075529,18.0124004997895,< 00:01,26.5,0.0133215567,0.0297879063,125546333.02292757,False
2009 HH21,13,2454947.864419853,2009-Apr-26 08:45,0.0322620120188549,0.0320409655780952,0.0324830324755125,4.40176368481105,4.38296087492874,00:06,26.9,0.0110803882,0.0247765013,65484740.94884425,False
